imgName,MVCorr,MVResp,noConsc,ObjCorr,ObjResp,repN,cond,participant,ObjError,leeftijd.response,manvrouw.response,agegroup,agecount,condition,gender
gist/vrouw21.png,v,1,0,13,13,12,4,2017_Oct_18_1430,100,20,1,17-30 jaar,0,4 objecten,man
gist/vrouw16.png,v,1,0,11,11,13,2,2017_Oct_18_1430,100,20,1,17-30 jaar,0,2 objecten,man
gist/vrouw5.png,v,1,0,11,9,13,3,2017_Oct_18_1430,81.81818181818181,20,1,17-30 jaar,0,3 objecten,man
gist/man35.png,m,1,0,16,14,13,4,2017_Oct_18_1430,87.5,20,1,17-30 jaar,0,4 objecten,man
gist/man24.png,m,1,0,12,12,14,2,2017_Oct_18_1430,100,20,1,17-30 jaar,0,2 objecten,man
gist/vrouw28.png,v,1,0,10,8,14,3,2017_Oct_18_1430,80,20,1,17-30 jaar,0,3 objecten,man
gist/man13.png,m,1,0,14,14,14,4,2017_Oct_18_1430,100,20,1,17-30 jaar,0,4 objecten,man
gist/vrouw34.png,v,1,0,11,11,15,2,2017_Oct_18_1430,100,20,1,17-30 jaar,0,2 objecten,man
gist/vrouw29.png,v,1,0,10,10,15,3,2017_Oct_18_1430,100,20,1,17-30 jaar,0,3 objecten,man
gist/man25.png,m,1,0,13,13,15,4,2017_Oct_18_1430,100,20,1,17-30 jaar,0,4 objecten,man
gist/man16.png,m,1,0,9,9,16,2,2017_Oct_18_1430,100,20,1,17-30 jaar,0,2 objecten,man
gist/man23.png,m,1,0,10,9,16,3,2017_Oct_18_1430,90,20,1,17-30 jaar,0,3 objecten,man
gist/man32.png,m,1,0,14,12,16,4,2017_Oct_18_1430,85.71428571428572,20,1,17-30 jaar,0,4 objecten,man
gist/vrouw3.png,v,1,0,10,10,17,2,2017_Oct_18_1430,100,20,1,17-30 jaar,0,2 objecten,man
gist/man4.png,m,1,0,12,11,17,3,2017_Oct_18_1430,91.66666666666666,20,1,17-30 jaar,0,3 objecten,man
gist/vrouw18.png,v,1,0,15,15,17,4,2017_Oct_18_1430,100,20,1,17-30 jaar,0,4 objecten,man
gist/man21.png,m,1,0,10,10,18,2,2017_Oct_18_1430,100,20,1,17-30 jaar,0,2 objecten,man
gist/vrouw24.png,v,1,0,11,11,18,3,2017_Oct_18_1430,100,20,1,17-30 jaar,0,3 objecten,man
gist/vrouw15.png,v,0,1,16,11,18,4,2017_Oct_18_1430,68.75,20,1,17-30 jaar,0,4 objecten,man
gist/man2.png,m,1,0,10,10,19,2,2017_Oct_18_1430,100,20,1,17-30 jaar,0,2 objecten,man
gist/man11.png,m,1,0,10,6,19,3,2017_Oct_18_1430,60,20,1,17-30 jaar,0,3 objecten,man
gist/man20.png,m,1,0,13,8,19,4,2017_Oct_18_1430,61.53846153846154,20,1,17-30 jaar,0,4 objecten,man
gist/vrouw9.png,v,1,0,13,12,0,2,2017_Oct_21_1557,92.3076923076923,59,1,30+ jaar,1,2 objecten,man
gist/man6.png,m,1,0,11,11,0,3,2017_Oct_21_1557,100,59,1,30+ jaar,1,3 objecten,man
gist/man10.png,m,1,0,14,10,0,4,2017_Oct_21_1557,71.42857142857143,59,1,30+ jaar,1,4 objecten,man
gist/vrouw14.png,v,1,0,9,10,1,2,2017_Oct_21_1557,88.88888888888889,59,1,30+ jaar,1,2 objecten,man
gist/vrouw35.png,v,1,0,12,11,1,3,2017_Oct_21_1557,91.66666666666666,59,1,30+ jaar,1,3 objecten,man
gist/man26.png,m,0,0,14,12,1,4,2017_Oct_21_1557,85.71428571428572,59,1,30+ jaar,1,4 objecten,man
gist/man33.png,m,1,0,10,9,2,2,2017_Oct_21_1557,90,59,1,30+ jaar,1,2 objecten,man
gist/vrouw15.png,v,1,0,11,12,2,3,2017_Oct_21_1557,90.9090909090909,59,1,30+ jaar,1,3 objecten,man
gist/man11.png,m,1,0,13,10,2,4,2017_Oct_21_1557,76.92307692307692,59,1,30+ jaar,1,4 objecten,man
gist/vrouw22.png,v,1,0,9,8,3,2,2017_Oct_21_1557,88.88888888888889,59,1,30+ jaar,1,2 objecten,man
gist/vrouw3.png,v,1,0,11,12,3,3,2017_Oct_21_1557,90.9090909090909,59,1,30+ jaar,1,3 objecten,man
gist/vrouw21.png,v,1,0,14,14,3,4,2017_Oct_21_1557,100,59,1,30+ jaar,1,4 objecten,man
gist/vrouw30.png,v,1,0,11,10,4,2,2017_Oct_21_1557,90.9090909090909,59,1,30+ jaar,1,2 objecten,man
gist/man20.png,m,0,0,12,14,4,3,2017_Oct_21_1557,83.33333333333334,59,1,30+ jaar,1,3 objecten,man
gist/man1.png,m,1,0,13,16,4,4,2017_Oct_21_1557,76.92307692307692,59,1,30+ jaar,1,4 objecten,man
gist/man4.png,m,1,0,11,13,5,2,2017_Oct_21_1557,81.81818181818181,59,1,30+ jaar,1,2 objecten,man
gist/vrouw37.png,v,1,0,11,14,5,3,2017_Oct_21_1557,72.72727272727273,59,1,30+ jaar,1,3 objecten,man
gist/vrouw7.png,v,1,0,14,15,5,4,2017_Oct_21_1557,92.85714285714286,59,1,30+ jaar,1,4 objecten,man
gist/man32.png,m,1,0,11,12,6,2,2017_Oct_21_1557,90.9090909090909,59,1,30+ jaar,1,2 objecten,man
gist/man8.png,m,1,0,10,12,6,3,2017_Oct_21_1557,80,59,1,30+ jaar,1,3 objecten,man
gist/man9.png,m,1,0,15,16,6,4,2017_Oct_21_1557,93.33333333333333,59,1,30+ jaar,1,4 objecten,man
gist/vrouw1.png,v,1,0,10,12,7,2,2017_Oct_21_1557,80,59,1,30+ jaar,1,2 objecten,man
gist/vrouw6.png,v,1,0,11,13,7,3,2017_Oct_21_1557,81.81818181818181,59,1,30+ jaar,1,3 objecten,man
gist/vrouw20.png,v,1,0,15,15,7,4,2017_Oct_21_1557,100,59,1,30+ jaar,1,4 objecten,man
gist/man13.png,m,1,0,12,12,8,2,2017_Oct_21_1557,100,59,1,30+ jaar,1,2 objecten,man
gist/vrouw39.png,v,1,0,12,12,8,3,2017_Oct_21_1557,100,59,1,30+ jaar,1,3 objecten,man
gist/vrouw10.png,v,1,0,14,15,8,4,2017_Oct_21_1557,92.85714285714286,59,1,30+ jaar,1,4 objecten,man
gist/man17.png,m,1,0,9,10,9,2,2017_Oct_21_1557,88.88888888888889,59,1,30+ jaar,1,2 objecten,man
gist/man24.png,m,0,0,10,11,9,3,2017_Oct_21_1557,90,59,1,30+ jaar,1,3 objecten,man
gist/vrouw28.png,v,1,0,14,16,9,4,2017_Oct_21_1557,85.71428571428572,59,1,30+ jaar,1,4 objecten,man
gist/vrouw34.png,v,1,0,11,11,10,2,2017_Oct_21_1557,100,59,1,30+ jaar,1,2 objecten,man
gist/man19.png,m,1,0,10,11,10,3,2017_Oct_21_1557,90,59,1,30+ jaar,1,3 objecten,man
gist/vrouw26.png,v,1,0,15,18,10,4,2017_Oct_21_1557,80,59,1,30+ jaar,1,4 objecten,man
gist/man21.png,m,1,0,12,16,11,2,2017_Oct_21_1557,66.66666666666667,59,1,30+ jaar,1,2 objecten,man
gist/man2.png,m,0,0,9,14,11,3,2017_Oct_21_1557,44.44444444444444,59,1,30+ jaar,1,3 objecten,man
gist/man40.png,m,1,0,14,17,11,4,2017_Oct_21_1557,78.57142857142857,59,1,30+ jaar,1,4 objecten,man
gist/man39.png,m,1,0,10,12,12,2,2017_Oct_21_1557,80,59,1,30+ jaar,1,2 objecten,man
gist/vrouw31.png,v,1,0,10,12,12,3,2017_Oct_21_1557,80,59,1,30+ jaar,1,3 objecten,man
gist/man12.png,m,1,0,14,15,12,4,2017_Oct_21_1557,92.85714285714286,59,1,30+ jaar,1,4 objecten,man
gist/vrouw25.png,v,1,0,11,14,13,2,2017_Oct_21_1557,72.72727272727273,59,1,30+ jaar,1,2 objecten,man
gist/vrouw2.png,v,1,0,11,14,13,3,2017_Oct_21_1557,72.72727272727273,59,1,30+ jaar,1,3 objecten,man
gist/vrouw33.png,v,1,0,14,20,13,4,2017_Oct_21_1557,57.14285714285714,59,1,30+ jaar,1,4 objecten,man
gist/man28.png,m,1,0,10,10,14,2,2017_Oct_21_1557,100,59,1,30+ jaar,1,2 objecten,man
gist/vrouw17.png,v,1,0,13,14,14,3,2017_Oct_21_1557,92.3076923076923,59,1,30+ jaar,1,3 objecten,man
gist/man25.png,m,1,0,17,20,14,4,2017_Oct_21_1557,82.35294117647058,59,1,30+ jaar,1,4 objecten,man
gist/vrouw29.png,v,1,0,10,11,15,2,2017_Oct_21_1557,90,59,1,30+ jaar,1,2 objecten,man
gist/man23.png,m,1,0,10,12,15,3,2017_Oct_21_1557,80,59,1,30+ jaar,1,3 objecten,man
gist/man31.png,m,1,0,15,16,15,4,2017_Oct_21_1557,93.33333333333333,59,1,30+ jaar,1,4 objecten,man
gist/man22.png,m,1,0,8,8,16,2,2017_Oct_21_1557,100,59,1,30+ jaar,1,2 objecten,man
gist/vrouw11.png,v,1,0,9,11,16,3,2017_Oct_21_1557,77.77777777777779,59,1,30+ jaar,1,3 objecten,man
gist/man38.png,m,1,0,14,15,16,4,2017_Oct_21_1557,92.85714285714286,59,1,30+ jaar,1,4 objecten,man
gist/man15.png,m,1,0,11,10,17,2,2017_Oct_21_1557,90.9090909090909,59,1,30+ jaar,1,2 objecten,man
gist/man5.png,m,1,0,10,10,17,3,2017_Oct_21_1557,100,59,1,30+ jaar,1,3 objecten,man
gist/vrouw8.png,v,1,0,15,14,17,4,2017_Oct_21_1557,93.33333333333333,59,1,30+ jaar,1,4 objecten,man
gist/man35.png,m,1,0,11,14,18,2,2017_Oct_21_1557,72.72727272727273,59,1,30+ jaar,1,2 objecten,man
gist/vrouw5.png,v,1,0,9,11,18,3,2017_Oct_21_1557,77.77777777777779,59,1,30+ jaar,1,3 objecten,man
gist/man36.png,m,1,0,15,17,18,4,2017_Oct_21_1557,86.66666666666667,59,1,30+ jaar,1,4 objecten,man
gist/vrouw19.png,v,1,0,11,11,19,2,2017_Oct_21_1557,100,59,1,30+ jaar,1,2 objecten,man
gist/man34.png,m,1,0,13,16,19,3,2017_Oct_21_1557,76.92307692307692,59,1,30+ jaar,1,3 objecten,man
gist/man27.png,m,1,0,16,17,19,4,2017_Oct_21_1557,93.75,59,1,30+ jaar,1,4 objecten,man
gist/man3.png,m,1,0,10,11,0,2,2017_Oct_21_1938,90,50,0,30+ jaar,1,2 objecten,vrouw
gist/man7.png,m,1,0,12,11,0,3,2017_Oct_21_1938,91.66666666666666,50,0,30+ jaar,1,3 objecten,vrouw
gist/vrouw26.png,v,1,0,17,15,0,4,2017_Oct_21_1938,88.23529411764706,50,0,30+ jaar,1,4 objecten,vrouw
gist/man11.png,m,1,0,10,10,1,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/vrouw15.png,v,1,0,12,12,1,3,2017_Oct_21_1938,100,50,0,30+ jaar,1,3 objecten,vrouw
gist/vrouw11.png,v,1,0,15,14,1,4,2017_Oct_21_1938,93.33333333333333,50,0,30+ jaar,1,4 objecten,vrouw
gist/vrouw18.png,v,1,0,12,12,2,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/vrouw32.png,v,1,0,10,11,2,3,2017_Oct_21_1938,90,50,0,30+ jaar,1,3 objecten,vrouw
gist/man8.png,m,0,0,16,15,2,4,2017_Oct_21_1938,93.75,50,0,30+ jaar,1,4 objecten,vrouw
gist/man32.png,m,1,0,10,10,3,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/man12.png,m,1,0,10,9,3,3,2017_Oct_21_1938,90,50,0,30+ jaar,1,3 objecten,vrouw
gist/man30.png,m,0,0,13,12,3,4,2017_Oct_21_1938,92.3076923076923,50,0,30+ jaar,1,4 objecten,vrouw
gist/man5.png,m,1,0,12,12,4,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/vrouw28.png,v,1,0,13,13,4,3,2017_Oct_21_1938,100,50,0,30+ jaar,1,3 objecten,vrouw
gist/man36.png,m,1,0,16,19,4,4,2017_Oct_21_1938,81.25,50,0,30+ jaar,1,4 objecten,vrouw
gist/man20.png,m,0,0,11,11,5,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/vrouw10.png,v,1,0,10,9,5,3,2017_Oct_21_1938,90,50,0,30+ jaar,1,3 objecten,vrouw
gist/vrouw35.png,v,1,0,14,16,5,4,2017_Oct_21_1938,85.71428571428572,50,0,30+ jaar,1,4 objecten,vrouw
gist/vrouw33.png,v,1,0,11,11,6,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/vrouw17.png,v,1,0,9,9,6,3,2017_Oct_21_1938,100,50,0,30+ jaar,1,3 objecten,vrouw
gist/man31.png,m,1,0,14,14,6,4,2017_Oct_21_1938,100,50,0,30+ jaar,1,4 objecten,vrouw
gist/man29.png,m,1,0,9,9,7,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/vrouw23.png,v,1,0,10,10,7,3,2017_Oct_21_1938,100,50,0,30+ jaar,1,3 objecten,vrouw
gist/vrouw6.png,v,1,0,13,13,7,4,2017_Oct_21_1938,100,50,0,30+ jaar,1,4 objecten,vrouw
gist/vrouw29.png,v,1,0,10,10,8,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/vrouw9.png,v,1,0,12,12,8,3,2017_Oct_21_1938,100,50,0,30+ jaar,1,3 objecten,vrouw
gist/vrouw27.png,v,1,0,13,13,8,4,2017_Oct_21_1938,100,50,0,30+ jaar,1,4 objecten,vrouw
gist/man26.png,m,0,0,12,11,9,2,2017_Oct_21_1938,91.66666666666666,50,0,30+ jaar,1,2 objecten,vrouw
gist/man21.png,m,0,0,10,10,9,3,2017_Oct_21_1938,100,50,0,30+ jaar,1,3 objecten,vrouw
gist/vrouw36.png,v,1,0,16,17,9,4,2017_Oct_21_1938,93.75,50,0,30+ jaar,1,4 objecten,vrouw
gist/vrouw22.png,v,1,0,9,9,10,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/man25.png,m,1,0,12,12,10,3,2017_Oct_21_1938,100,50,0,30+ jaar,1,3 objecten,vrouw
gist/man23.png,m,0,0,16,19,10,4,2017_Oct_21_1938,81.25,50,0,30+ jaar,1,4 objecten,vrouw
gist/vrouw40.png,v,1,0,11,11,11,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/man6.png,m,1,0,10,11,11,3,2017_Oct_21_1938,90,50,0,30+ jaar,1,3 objecten,vrouw
gist/vrouw24.png,v,1,0,17,17,11,4,2017_Oct_21_1938,100,50,0,30+ jaar,1,4 objecten,vrouw
gist/vrouw13.png,v,1,0,11,11,12,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/man18.png,m,1,0,11,12,12,3,2017_Oct_21_1938,90.9090909090909,50,0,30+ jaar,1,3 objecten,vrouw
gist/man15.png,m,1,0,14,14,12,4,2017_Oct_21_1938,100,50,0,30+ jaar,1,4 objecten,vrouw
gist/man33.png,m,1,0,11,11,13,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/man27.png,m,1,0,10,10,13,3,2017_Oct_21_1938,100,50,0,30+ jaar,1,3 objecten,vrouw
gist/man28.png,m,1,0,15,19,13,4,2017_Oct_21_1938,73.33333333333334,50,0,30+ jaar,1,4 objecten,vrouw
gist/man4.png,m,1,0,10,10,14,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/vrouw20.png,v,1,0,11,11,14,3,2017_Oct_21_1938,100,50,0,30+ jaar,1,3 objecten,vrouw
gist/man40.png,m,1,0,15,15,14,4,2017_Oct_21_1938,100,50,0,30+ jaar,1,4 objecten,vrouw
gist/vrouw1.png,v,1,0,12,12,15,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/vrouw30.png,v,1,0,10,9,15,3,2017_Oct_21_1938,90,50,0,30+ jaar,1,3 objecten,vrouw
gist/vrouw31.png,v,1,0,14,12,15,4,2017_Oct_21_1938,85.71428571428572,50,0,30+ jaar,1,4 objecten,vrouw
gist/man14.png,m,1,0,8,8,16,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/vrouw37.png,v,1,0,11,11,16,3,2017_Oct_21_1938,100,50,0,30+ jaar,1,3 objecten,vrouw
gist/man1.png,m,1,0,15,14,16,4,2017_Oct_21_1938,93.33333333333333,50,0,30+ jaar,1,4 objecten,vrouw
gist/vrouw5.png,v,1,0,9,9,17,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/vrouw2.png,v,1,0,11,11,17,3,2017_Oct_21_1938,100,50,0,30+ jaar,1,3 objecten,vrouw
gist/man35.png,m,1,0,15,14,17,4,2017_Oct_21_1938,93.33333333333333,50,0,30+ jaar,1,4 objecten,vrouw
gist/vrouw21.png,v,1,0,9,9,18,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/man9.png,m,1,0,12,12,18,3,2017_Oct_21_1938,100,50,0,30+ jaar,1,3 objecten,vrouw
gist/vrouw25.png,v,1,0,12,12,18,4,2017_Oct_21_1938,100,50,0,30+ jaar,1,4 objecten,vrouw
gist/man2.png,m,1,0,9,9,19,2,2017_Oct_21_1938,100,50,0,30+ jaar,1,2 objecten,vrouw
gist/man13.png,m,1,0,10,10,19,3,2017_Oct_21_1938,100,50,0,30+ jaar,1,3 objecten,vrouw
gist/man17.png,m,0,0,11,11,19,4,2017_Oct_21_1938,100,50,0,30+ jaar,1,4 objecten,vrouw
gist/vrouw6.png,v,1,0,11,11,0,2,2017_Oct_22_1053,100,22,0,17-30 jaar,0,2 objecten,vrouw
gist/vrouw19.png,v,1,0,10,9,0,3,2017_Oct_22_1053,90,22,0,17-30 jaar,0,3 objecten,vrouw
gist/vrouw29.png,v,1,0,15,13,0,4,2017_Oct_22_1053,86.66666666666667,22,0,17-30 jaar,0,4 objecten,vrouw
gist/vrouw23.png,v,1,0,11,12,1,2,2017_Oct_22_1053,90.9090909090909,22,0,17-30 jaar,0,2 objecten,vrouw
gist/man30.png,m,1,0,10,11,1,3,2017_Oct_22_1053,90,22,0,17-30 jaar,0,3 objecten,vrouw
gist/man16.png,m,1,0,14,14,1,4,2017_Oct_22_1053,100,22,0,17-30 jaar,0,4 objecten,vrouw
gist/vrouw34.png,v,1,0,10,10,2,2,2017_Oct_22_1053,100,22,0,17-30 jaar,0,2 objecten,vrouw
gist/vrouw12.png,v,1,0,10,11,2,3,2017_Oct_22_1053,90,22,0,17-30 jaar,0,3 objecten,vrouw
gist/man11.png,m,1,0,13,14,2,4,2017_Oct_22_1053,92.3076923076923,22,0,17-30 jaar,0,4 objecten,vrouw
gist/man2.png,m,1,0,10,10,3,2,2017_Oct_22_1053,100,22,0,17-30 jaar,0,2 objecten,vrouw
gist/man17.png,m,1,0,9,9,3,3,2017_Oct_22_1053,100,22,0,17-30 jaar,0,3 objecten,vrouw
gist/man28.png,m,1,0,17,16,3,4,2017_Oct_22_1053,94.11764705882352,22,0,17-30 jaar,0,4 objecten,vrouw
gist/vrouw32.png,v,1,0,9,9,4,2,2017_Oct_22_1053,100,22,0,17-30 jaar,0,2 objecten,vrouw
gist/man23.png,m,1,0,13,13,4,3,2017_Oct_22_1053,100,22,0,17-30 jaar,0,3 objecten,vrouw
gist/vrouw15.png,v,1,0,14,14,4,4,2017_Oct_22_1053,100,22,0,17-30 jaar,0,4 objecten,vrouw
gist/man33.png,m,1,0,12,11,5,2,2017_Oct_22_1053,91.66666666666666,22,0,17-30 jaar,0,2 objecten,vrouw
gist/vrouw17.png,v,1,0,12,13,5,3,2017_Oct_22_1053,91.66666666666666,22,0,17-30 jaar,0,3 objecten,vrouw
gist/vrouw31.png,v,1,0,14,14,5,4,2017_Oct_22_1053,100,22,0,17-30 jaar,0,4 objecten,vrouw
gist/vrouw16.png,v,1,0,9,9,6,2,2017_Oct_22_1053,100,22,0,17-30 jaar,0,2 objecten,vrouw
gist/vrouw39.png,v,1,0,12,12,6,3,2017_Oct_22_1053,100,22,0,17-30 jaar,0,3 objecten,vrouw
gist/man27.png,m,1,0,14,14,6,4,2017_Oct_22_1053,100,22,0,17-30 jaar,0,4 objecten,vrouw
gist/vrouw8.png,v,0,0,10,10,7,2,2017_Oct_22_1053,100,22,0,17-30 jaar,0,2 objecten,vrouw
gist/man4.png,m,1,0,12,11,7,3,2017_Oct_22_1053,91.66666666666666,22,0,17-30 jaar,0,3 objecten,vrouw
gist/man18.png,m,1,0,14,13,7,4,2017_Oct_22_1053,92.85714285714286,22,0,17-30 jaar,0,4 objecten,vrouw
gist/vrouw38.png,v,1,0,10,11,8,2,2017_Oct_22_1053,90,22,0,17-30 jaar,0,2 objecten,vrouw
gist/vrouw5.png,v,1,0,9,9,8,3,2017_Oct_22_1053,100,22,0,17-30 jaar,0,3 objecten,vrouw
gist/vrouw11.png,v,1,0,15,12,8,4,2017_Oct_22_1053,80,22,0,17-30 jaar,0,4 objecten,vrouw
gist/man15.png,m,1,0,12,12,9,2,2017_Oct_22_1053,100,22,0,17-30 jaar,0,2 objecten,vrouw
gist/man3.png,m,1,0,11,11,9,3,2017_Oct_22_1053,100,22,0,17-30 jaar,0,3 objecten,vrouw
gist/man7.png,m,1,0,14,13,9,4,2017_Oct_22_1053,92.85714285714286,22,0,17-30 jaar,0,4 objecten,vrouw
gist/man21.png,m,1,0,8,8,10,2,2017_Oct_22_1053,100,22,0,17-30 jaar,0,2 objecten,vrouw
gist/vrouw33.png,v,1,0,11,11,10,3,2017_Oct_22_1053,100,22,0,17-30 jaar,0,3 objecten,vrouw
gist/man39.png,m,1,0,13,13,10,4,2017_Oct_22_1053,100,22,0,17-30 jaar,0,4 objecten,vrouw
gist/vrouw18.png,v,1,0,10,9,11,2,2017_Oct_22_1053,90,22,0,17-30 jaar,0,2 objecten,vrouw
gist/man1.png,m,1,0,12,12,11,3,2017_Oct_22_1053,100,22,0,17-30 jaar,0,3 objecten,vrouw
gist/man32.png,m,1,0,15,15,11,4,2017_Oct_22_1053,100,22,0,17-30 jaar,0,4 objecten,vrouw
gist/vrouw7.png,v,1,0,11,13,12,2,2017_Oct_22_1053,81.81818181818181,22,0,17-30 jaar,0,2 objecten,vrouw
gist/vrouw14.png,v,1,0,13,14,12,3,2017_Oct_22_1053,92.3076923076923,22,0,17-30 jaar,0,3 objecten,vrouw
gist/man25.png,m,0,0,17,14,12,4,2017_Oct_22_1053,82.35294117647058,22,0,17-30 jaar,0,4 objecten,vrouw
gist/man5.png,m,1,0,10,10,13,2,2017_Oct_22_1053,100,22,0,17-30 jaar,0,2 objecten,vrouw
gist/man34.png,m,1,0,13,13,13,3,2017_Oct_22_1053,100,22,0,17-30 jaar,0,3 objecten,vrouw
